2503,sensation
2478,s
2449,১৫
2438,vegetables
2426,25
2392,creatinine
2378,যাবেন
2359,napa
2346,বিছানা
2340,>শক্ত
2318,৫
2314,কাজ
2302,চালিয়ে
2299,specialist
2298,150
2272,হয়ে
2245,>নিচু
2230,weeks
2229,headache
2218,known
2208,generalized
2179,>পূর্বের
2114,মাসে
2060,check
2042,joint
2003,exercise
1948,ডাক্তার
1934,0
1931,normal
1927,medication
1912,salt
1912,added
1907,following
1875,no
1869,within
1869,range
1840,পরে
1810,necessary
1799,diagnostic
1760,low
1743,abdominal
1732,case
1687,view
1648,tests
1631,30
1626,lower
1625,à§¨
1560,food
1554,বেশি
1515,cbc
1498,দেখাবেন
1490,months
1487,as
1468,ostocal
1459,hypertension
1446,minutes
1426,prescribed
1419,medicines
1411,instructed
1401,years
1401,tension
1392,diabetic
1386,maxpro
1386,free
1366,stress/
1366,stay
1361,at
1349,body
1348,acidity
1339,15
1330,পরীক্ষাটি
1330,continue
1321,একটি
1320,previous
1307,abdomen
1301,নিশ্চিত
1300,sweetened
1300,ranitid
1297,lipid
1283,দিনে
1274,ferocit
1266,usg
1263,হবার
1252,০১
1250,p/a
1248,profile
1238,will
1238,rules
1234,level
1230,করবেন।
1218,করিয়ে
1205,both
1200,micturition
1198,during
1180,à¦¹à¦²à§‡
1179,palpitation
1178,occasional
1169,r/m/e
1167,knee
1164,r/e
1161,02
1156,vertigo
1155,cough
1141,fever
1140,মেডিসিন
1140,এড়িয়ে
1135,syp
1129,x-ray
1114,insomnia
1112,seclo
1108,bodyache
1107,follow
1099,100
1094,again
1092,বার
1088,food-chart
1069,omidon
1063,whole
1060,à§­
1058,lifting
1057,বালি
1056,b
1055,কমোট
1055,>উঁচু
1052,ধুলো
1052,amdocal
1043,weights
1042,à¦–à¦¾à¦¬à§‡à¦¨
1032,>বাইরের
1022,comet
1019,lbp
1013,any
975,gold
974,ব্যাথা
944,মাস
940,250
929,কে
915,চামচ
911,laxyl
889,rivotril
881,neuro
876,calbo
872,once
870,40
865,anorexia
864,abnormalities
861,reading
859,least
857,constipation
853,দুধ
852,long
827,neck
824,right
822,multiple
814,6
797,complaints
795,every
792,neoceptin-r
790,work
783,multivit
783,2habf
781,xionil
777,tryptin
775,smoke
772,ace
771,treatment
755,400
750,renova
747,à¦•à¦°à§‡
744,পেটে
742,micturation
734,left
726,à§§à§¦
713,itching
708,ogtt
684,frenxit
682,bopam
681,serum
679,ciprocin
679,bent
679,being
679,algin
677,over
677,few
676,১৪
676,à§§à§«
675,cold
672,à§«
669,several
653,গ্যাসের
648,joints
647,frequency
646,75
641,irregular
630,à¦–à¦¾à¦¬à§‡à¦¨à¥¤
630,same
625,indever
624,norry
623,duration
619,regular
617,টি
608,♦
604,esonix
598,silver
594,০৩
594,à§©
592,year
591,200
590,কলিজা
590,এ
587,ডায়াবেটিক
586,spine
584,dust
583,মাথা
581,?
579,uric
579,drugs
577,leg
577,gastric
575,কচু
574,acid
573,গ্লাস
567,নিচের
565,ডিম
564,ache
559,discharge
555,থাকলে
554,665
551,g
549,angilock
548,losectil
547,80
545,হাসপাতালে
543,সমস্যার
543,test
543,extend
542,entacyd
541,naprox
541,>বিশেষজ্ঞ
537,try
533,flexi
526,মাংস
526,ভরা
526,metfo
525,শাক
520,দেখাবেন।
520,appetite
518,বা
517,many
516,1/2-0-1/2
512,নিবেন।
511,rt
504,beklo
502,hours
499,decreased
496,bed
495,upper
495,surface
494,firm
494,discomfort
494,complaint
492,à¦¬à§à¦¯à¦¾à¦¥à¦¾
489,inflexible/
480,increase
474,avolac
474,acical
471,loss
470,শাঁকসবজি
468,cxr
467,per
467,omenix
467,diabetes
467,allergy
466,naprosyn
464,hba1c
463,yrs
450,tsh
449,epigastric
446,à¦¬à§‡à¦¶à§€
443,850
442,pase
437,breakfast
436,reumacap
435,myolax
434,esr
433,প্রতিদিন
430,hypertensive
429,general
427,increased
426,now
423,feet
422,patient
420,bextram
418,২/৩
416,by
413,hand
411,limb
408,bf
407,à¦ÿà¦¾
404,anti
402,হাসপাতাল
402,জ্বর
402,use
400,বেলা
400,weight
397,problem
396,গাইনি
396,limbs
395,০৫
393,region
391,osartil
390,রাতে
390,গরম
389,commode
388,03
386,omep
385,টা
384,uncontrolled
383,ঘুম
381,swelling
381,>৩
377,fenac
377,a-
374,নিম্নোক্ত
372,আগে
371,অল্প
369,takes
368,pud
367,পূর্বের
367,b/v
366,এরপর
363,প্রতি
363,:
359,120
358,14
357,atova
356,না।
355,glucose
351,আগের
347,comprid
344,obesity
343,à¦šà¦¾à¦®à¦š
343,filmet
343,decrease
343,20
341,মেডিকেল
340,sgpt
337,drug
336,ipec
335,numbness
334,০
334,সবজি
331,মাছ
328,পায়খানা
328,কলেজ
328,nausea
327,2+2+2
327,0+0+1/2
325,normens
325,malaise
324,একজন
323,occasionally
323,joinix
322,রক্তের
318,whitish
317,>দুধ
316,last
315,à¦¬à¦¾à¦¥à¦¾
314,loratin
314,bextrum
309,kub
309,2hrs
307,lumbosacral
307,fenadin
306,চিকিৎসার
305,পাতলা
302,রুটি
302,rabe
301,à¦¦à¦¿à¦¨
301,oral
300,sergel
300,asthma
299,২০
299,2mg
298,৬
297,pantonix
295,খাবেন>
295,hrs
295,bp
294,metro
294,indomet
294,difficulty
293,eye
291,লাগাবেন
291,cef-3
287,কান
286,দেখা
286,skin
286,clonatril
283,side
282,ors
281,yr
281,insulin
280,was
278,গলা
278,c/s
277,বিশেষজ্ঞের
276,zif-ci
276,night
275,০৭
275,দিয়ে
274,ওজন
274,under
272,রোগ
272,প্রেসারের
272,tingling
271,rbs
271,proviten
271,breathlessness
270,spoon
270,all
268,saline
267,deslor
267,cream
266,চক্ষু
265,দুই
265,অতিসত্বর
265,times
265,irritation
265,fixocard
265,bleeding
264,pattern
261,is
261,dyspepsia
259,vt
258,calbon
257,respiratory
256,ব্যথার
256,examined
256,60
255,ঘণ্টা
255,খাওয়ার
255,from
254,xinc-b
252,ডাল
249,nasal
247,w/a
246,কলা
244,viset
244,secrin
243,aristo
242,এক
242,x
242,time
242,flugal
241,vision
240,অতি
240,vitabion
240,tenoren
239,à¦°à¦¾à¦¤à§‡
239,menstruation
239,esotid
239,alatrol
238,à¦®à¦¾à¦à§‡
238,head
237,à¦¬à¦¾à¦°
237,shoulder
236,advice
235,বিশেষজ্ঞকে
235,excessive
233,>--
232,pantid
232,hb%
230,প্রচুর
229,নাক
229,please
229,m
229,feverish
227,চলবে
227,করলে
227,heart
227,flexibac
226,filwel
226,allergic
225,শাঁক
223,মাসিকের
223,extra
222,পরবর্তী
222,ট্যাবলেট
222,t4
222,oint
222,day
222,>১৫
221,be
220,সার্জারি
220,মাঝে
219,ramoril
219,amaryl
217,sided
215,fillwel
214,voltalin
214,ray
213,tenoloc
213,pt
212,বন্ধ
211,চর্ম
211,betaloc
210,urea
210,mellitus
209,রিপোর্ট
208,চোখের
208,gynomix
208,ds
207,তেল
207,disease
206,neobion
205,করবেন>
205,sr
205,pregaba
205,hip
204,special
204,ankle
204,>১
203,medications
200,finix
199,tufnil
199,gastritis
199,attention
198,দৈনিক
198,à¦¥à¦¾à¦•à¦²à§‡
198,t3
198,restlessness
196,প্যাকেট
196,mild
195,à¦¬à§à¦¯à¦¥à¦¾
194,spoon+2
193,vomiting
193,1+1+0
192,medicine
192,distress
191,recurrent
191,legs
191,but
191,bilirubin
191,5/25
190,irregularly
190,>চক্ষু
188,abf
188,a-z
187,কমলে
187,à¦®à¦¾à¦¥à¦¾
187,furocef
185,রাস্তায়
185,ecosprin
183,৪
183,গাইনী
183,zimax
183,up
183,oha
183,betanol
182,stool
182,fexo
181,p/v
179,rex
178,দেখাবেন>
178,xray
177,থাকবেন
177,চাপ
177,খেয়ে
177,কাচা
176,কোমরে
176,à¦¦à¦¿à¦¨à§‡
172,hot
172,controlled
171,কচুশাক
171,vertina
170,about
169,বিভাগে
169,present
169,monas
168,xrc
167,পান
167,ঢাকা
167,camlodin
165,uti
164,à¦¸à¦¾à¦¥à§‡
164,vagina
163,বারে
163,grade
162,লাগলে
162,দিবেন।
162,à¦ªà¦°
162,ometid
162,loose
162,around
162,5/50
162,1/2-0-0
161,vaginal
160,à¥¤
159,rhinitis
159,pregnancy
159,ambrox
158,8
158,1+0+1/2
157,sometimes
157,nitromint
156,specific
155,শক্ত
155,দেখাবেনঃ
154,সত্বর
153,urinary
153,deflux
152,à¦•à¦°à¦¬à§‡à¦¨
152,dry
151,ব্যবহারকারীরা
151,sweating
150,সকালে
150,নিয়ম
150,lesion
150,dyspnoea
149,whether
149,throat
149,sure
149,rx
149,ra
149,etorix
148,à¦¨à¦¾
148,common
147,ear
147,>ইনসুলিন
146,muscle
145,uromax
144,ষুধ
144,ঔ
144,stroke
143,থেকে
143,খুব
143,ওষুধের
142,পরিমান
142,se
142,anaemia
141,রক্ত
141,চলবে।
141,headeche
141,gm
141,cus
140,montair
140,ft4
139,ঠাণ্ডা
139,à¦˜à§à¦®
139,intake
139,>ecg
137,zinc
137,hands
136,more
135,লতি
135,পরিক্ষাটি
135,চিকিৎসকের
135,tramal
133,মাপাবেন
133,কেন্দ্রে
133,sputum
133,anxiety
132,morning
132,history
132,aristovit-m
131,দিবেন
131,clofenac
130,domiren
129,সহ
129,চেষ্টা
129,echo
129,dimerol
129,>>
128,১টি
127,লিটার
126,oradin
126,central
126,becozin
126,135
125,স্বাস্থ্য
125,পানিতে
125,mention
125,15mg
124,১/২
124,à¦–à¦¾à¦¬à¦¾à¦°
124,post
123,à¦–à¦¾à¦“à§ÿà¦¾à¦°
123,norium
123,motion
123,impaired
123,hbsag
123,ceevit
122,সবুজ
122,cervical
122,burn
121,glucozid
121,contine
120,রাখবেন
120,নির্দেশনা
120,infection
119,দুর্বল
119,ডোজ
119,improved
119,cinaron
119,>পর
118,napadol
118,amenorrhoea
118,>নিম্নোক্ত
117,ব্যাথার
117,ঠিক
117,bowel
116,à¦¬à§‡à¦¶à¦¿
115,à¦­à¦°à¦¾
115,trauma
115,feeling
114,অবশ্যই
114,à§¬
114,à¦¬à§à¦¯à¦¬à¦¹à¦¾à¦°
114,than
114,kilmax
113,মত
113,কমানোর
113,nose
112,পরিষ্কার
112,চা
112,widal
112,ranidin
111,১।
111,কোমর
111,à¦®à¦¾à¦¸à¦¿à¦•à§‡à¦°
111,vulva
111,inhaler
111,>কচুশাক
110,সময়
110,উন্নত
110,some
110,febustat
110,1/2-0-1
109,গোসল
109,renxit
108,productive
107,স্বামী
107,প্রয়োজন
107,routine
107,>নাক
106,১২-১৪
106,হাড়
106,হালকা
106,সেন্টারে
106,আপনার
106,leucorrhoea
106,dizziness
106,04
105,স্যাক
105,লাগাবেন।
105,পা
105,she
105,incontinence
104,কাঁচা
104,severe
104,exium
104,along
104,alben
104,afb
103,পরপর
103,দেখাবেনঃfbs
103,uterus
103,secnid
103,exersional
103,associated
103,adv
102,smaller
102,should
102,ripril
102,patients
102,neso
102,lumbo-sacral
102,crp
101,ulcer
100,week
100,other
100,feofol
99,দিন।
99,আগামী
99,à¦“à¦·à§à¦§à§‡à¦°
99,à¦“à¦·à§à¦§
99,tightness
99,mass
99,fullness
99,bronchial
98,which
98,something
98,rme
98,passage
98,menopause
98,iu
98,butapen
97,পড়ে
97,portions
97,nidocard
96,à¦ªà§à¦°à¦¤à¦¿
96,ointment
96,menstrual
95,২টি
95,শুধু
95,ci
95,billirubin
95,>পরবর্তী
94,বুক
94,05
93,সাবান
93,name
93,lt
93,complain
92,০২
92,প্রস্রাব
92,particular
92,flush
91,পোড়া
91,h
91,foot
91,disturbance
91,a-fun
91,?htn
90,ঘন
90,tenocab
90,ramace
90,neurobest
89,হয়
89,ধূমপান
89,আক্রান্ত
89,à¦¬à§à¦¯à¦¾à¦¥à¦¾à¦°
89,losart
89,lap
89,incomplete
89,health
89,exertion
89,daily
88,বেথা
88,পেট
88,paricel
88,new
87,ফল
87,খাসির
87,à¦ªà¦¾à§ÿà¦–à¦¾à¦¨à¦¾
87,moodon
87,drop
87,coming
87,calcin
86,যাবেন।
86,নিম্নের
86,cramp
85,standing
85,record
84,নিচে
84,আধা
84,অ্যালার্জি
84,jaundice
84,calboplex
84,??
83,যৌন
83,à¦ÿà§à¦¯à¦¾à¦¬
83,à¦ªà¦¾à¦¤à¦²à¦¾
83,à¦à¦•
83,vidalin
83,this
83,rutix
83,meverin
83,cramping
83,condition
82,ব্যাবহার
82,পায়ের
82,zolium
82,watering
82,inv
82,fall
82,diet
81,ভাব
81,খাবেন।সাথে
81,à¦†à¦—à§‡
81,à¦ÿà¦¿
81,vdrl
81,occassional
81,levoxin
81,has
81,amlopin
80,দুবেলা
80,à¦¸à§à¦¬à¦¾à¦®à§€
80,sole
80,seven
80,l/s
80,endoscopy
80,asymtomatic
80,>পুষ্টিকর
80,500mg
79,without
79,sedil
79,hypotension
79,attack
79,0+1+1
78,মাথাব্যথা
78,বুকে
78,ডাক্তারকে
78,à¦ªà§‡à¦ÿà§‡
78,white
78,>মাছ
77,বমি
77,পুষ্টিকর
77,নাকে
77,ঘুরালে
77,à¦°à¦¾à¦¸à§à¦¤à¦¾à§ÿ
77,tea
77,bukof
77,1/2
76,sneezing
76,raised
76,prolonged
76,beuflox
76,antihypertensive
75,মাছ-মাংস
75,গরু
75,surgery
75,radiation
75,magfin
75,hypothyroidism
75,due
75,>মেডিসিন
75,90
74,হৃদরোগ
74,গরুর
74,খেলে
74,করার
74,à¦ªà§à¦°à§ÿà§‹à¦œà¦¨à§‡
74,sitting
74,rise
74,omastin
74,came
74,atoz
73,৬০
73,পরিচ্ছন্ন
73,à¦œà§à¦¬à¦°
73,»
73,prosan
73,e-cap
72,জ্বালা
72,à¦à¦¬à¦‚
72,then
72,stiffness
72,losan
72,exertional
72,diagnosed
72,cipro-a
72,backache
72,180
71,স্থানে
71,রোজ
71,নির্দেশ
71,à¦¸à¦¾à¦¥à§‡à¥¤
71,symptoms
71,out
71,nintoin
71,generalised
71,foul
71,elbow
71,checkup
70,খালি
70,z
70,telemedicine
70,running
70,meat
70,leafy
70,9
69,১২
69,পায়ে
69,দ্রুত
69,কমপক্ষে
69,movement
69,factor
69,chronic
69,bislol
68,হাঁটবেন।
68,মাত্র
68,বার-
68,চামুচ
68,খাওয়া
68,অতিসত্তর
68,ঃ
68,urgency
68,hyperlipidemia
68,he
68,dairy
68,calvimax
68,beclo
68,625
67,ফোঁটা
67,আবার
67,uaer
67,tele
67,sudden
67,ciprox
67,cannot
67,1+1+1+1
66,জরায়ুর
66,অনুযায়ী
66,à¦ªà§‡à¦ÿà§‡à¥¤
66,tiredness
66,scabex
66,mentioned
66,habit
66,>ওজন
65,চুলকানি
65,à¦²à¦¾à¦—à¦¾à¦¬à§‡à¦¨
65,red
65,less
65,lateral
65,eyes
65,easy
64,মাটির
64,পায়খানার
64,চলবেন।
64,à¦šà§à¦²à¦•à¦¾à¦¨à¦¿
64,through
64,maganta
64,loin
64,1-0-1
63,হলে।
63,spray
63,operation
63,knees
63,acitrin
62,মুখে
62,পরীক্ষাগুলো
62,ডাঃ
62,inflam
62,esloric
62,advice-
61,সালাদ
61,বাথা
61,পিজি
61,ঘাম
61,peripheral
61,hysterectomy
61,bizoran
61,anaflex
61,>1
60,হাস্পাতাল
60,খেতে
60,wrist
60,vasco
60,tb
60,increases
60,git
60,gel
60,fusid
60,does
60,breast
60,>অতিসত্বর
59,৩-
59,শাকসবজি
59,relentus
59,norzin
59,neofloxin
59,menopausal
59,doctor>>
59,cv
59,cerox
59,cardiac
59,amelin
59,2hr
58,স্ত্রী
58,বদলে
58,পূর্বে
58,এই
58,renal
58,polyp
58,pns
58,mt
58,hbs
58,f
58,earache
58,colour
58,adenexa
57,মাজা
57,মধ্যে
57,নিম্নক্ত
57,তিন
57,তারপর
57,à¦¨à¦¾à¥¤
57,treated
57,smelling
57,inj
57,including
57,down
56,র
56,কানের
56,কাছে
56,tiginor
56,pid
56,overweight
56,mr
56,ihd
56,hypercholesterolemia
56,hearing
56,emistat
56,econate-vt
56,control
56,>গাইনি
56,12
55,ভুষি
55,ভারী
55,দেখাবেনঃecg
55,চট্টগ্রাম
55,কাঁচকলা
55,এভাবে
55,à¦šà§à¦²à¦•à¦¾à¦¨à¦¿à¦°
55,syndrom
55,stone
55,mave
55,fatigueness
55,evening
55,dribbling
55,aristovit-b
54,হবে
54,শরীর
54,করবেনঃ
54,আর
54,à¦¬à¦¾
54,urethral
54,twice
54,tremor
54,tofen
54,test-
54,resp
54,profiles
54,itchy
54,azithrocin
54,area
53,সহিত
53,নিবেন:
53,চেক
53,চিকিতসার
53,খাবে
53,ই
53,à¦œà¦°à¦¾à§ÿà§
53,à¦ªà¦°à¥¤
53,sinusitis
53,inv-
53,family
53,electrolyte
53,dysmenorrhoea
53,cefotil
53,altered
52,বন্ধ।
52,দুটি
52,কেজি
52,অ্যালারজি
52,অরথপেডিক
52,à¦¬à§à¦•à§‡
52,à¦¦à¦¿à¦¬à§‡à¦¨
52,reaction
52,non
52,mucolet
52,mervan
52,l/a
52,followed
52,alergy
52,;
52,375
51,সকাল
51,পরিস্কার
51,নিন
51,চুল্কানি
51,কাশি
51,painful
51,kidney
51,did
51,antazol
51,ago
50,১-
50,সহবাসের
50,সবাই
50,প্রেশারের
50,ধড়ফড়
50,কষা
50,à¦¤à§‡
50,voiding
50,thigh
50,lumber
50,28
49,হাতের
49,ভাতের
49,দুশ্চিন্তা
49,à¦•à¦°à§‡à¥¤
49,walking
49,rosuva
49,next
49,it’s
49,it's
49,5/20
48,১0
48,মিষ্টি
48,বিশ্রাম
48,বার।
48,পরিক্ষা
48,তে
48,ডায়াবেটিসের
48,চিকিৎসা
48,à¦¬à§à¦¯à¦¥à¦¾à¦°
48,visit
48,ultrafen
48,sense
48,lack
48,htn?
48,creatine
48,couldn't
48,anustat
48,>চোখের
47,৪-
47,শুরু
47,রাখবেন।
47,ভিত্তিতে
47,বার----
47,à¦®à¦¿à¦¨à¦¿à¦ÿ
47,à¦¬à¦¾à¦°-
47,tongue
47,period
47,nortrin
47,n
47,like
47,infertility
47,frequent
47,face
47,d/m
47,cholesterol
46,প্রস্রাবের
46,কষ্ট
46,অন্যান্য
46,à¦“
46,à¦¸à§à¦¤à§à¦°à§€
46,à¦
46,radiates
46,pbf
46,occasinal
46,newly
46,mouth
46,metryl
46,inguinal
46,indigestion
46,exposure
46,>১৪
46,>medicine
46,1month
45,হাসপাতালের
45,শরীরে
45,মিনিটের
45,জায়গায়
45,চট্রগ্রাম
45,করুন
45,ventolin
45,temperature
45,sore
45,shampoo
45,mixed
45,kft
45,esogut
45,clob
45,anal
44,২-
44,হাঁচি
44,শ্বাস
44,পরিহার
44,দুইবার
44,জর
44,গিয়ে
44,à§ª
44,rh
44,relieved
44,rectal
44,probitor
44,ppbs
44,paste
44,nordette
44,injury
44,folison
44,flank
44,electrolytes
44,dysuria
44,blurring
44,apsol
43,পরিবারের
43,নিবেনঃ
43,আপ
43,à¦ÿà§à¦¯à¦¾à¦¬à¦²à§‡à¦ÿ
43,titre
43,spasm
43,piles
43,libido
43,histacin
43,hfa
43,gain
43,film
43,aso
43,acliz
42,রাতের
42,বারডেম
42,নরম
42,ইসবগুলের
42,sucomet
42,rabeca
42,mucolyte
42,lambo-sacral
42,c-xray
42,?dm
42,3-4
41,হোলে
41,স্থান
41,সুপারি
41,শ্বাসকষ্ট
41,ঝরিয়ে
41,ছোট
41,ছাড়া
41,গড়গড়া
41,গেলে
41,কমাতে
41,à¦¦à¦¿à¦¨à¥¤
41,à¦à¦°
41,xr
41,thirst
41,sob
41,lasix
41,keep
41,found
41,d/h
41,below
41,8mg
40,–
40,‌
40,সন্ধ্যা
40,তেল-
40,চুষে
40,চামড়ার
40,ঘাড়
40,করবেনঃfbs
40,à¦¾à¦£à§à¦¡à¦¾
40,à¦®à¦¾à¦¥à¦¾à¦¬à¦¾à¦¥à¦¾
40,zox
40,written
40,wks
40,torax
40,specially
40,nitrocard
40,hyperlipidaemia
40,hr
40,detected
40,cant
40,breathing
40,10mg
39,থাকবেন।
39,কুলি
39,এন
39,ইনসুলিন
39,à§§à§ª
39,à¦¹à¦²à§‡à¥¤
39,à¦ªà¦°à§‡
39,heel
39,heaviness
39,headedness
39,dyslipidemia
39,arthritis
39,anus
39,advice:
39,abd
38,৮
38,হাটু
38,সেঁক
38,ব্যাগ
38,নিয়ে
38,ডিমের
38,ইত্যাদি
38,à¦®à¦¾à¦¸
38,à¦¥à¦¾à¦•à¦²à§‡à¥¤
38,small
38,riboson
38,rectum
38,ppi
38,neckache
38,nameso
38,heavy
38,fimoxyclav
38,cardiologist
38,better
38,arm
38,affected
38,????
38,300
37,সহবাস
37,সমসসার
37,শেখানো
37,লবণ
37,মুখের
37,পেটের
37,তলপেটে
37,ঠান্ডা
37,জাতিয়
37,খাবারের
37,কাপড়
37,à¦œà¦¾à§ÿà¦—à¦¾à§ÿ
37,unilateral
37,stress
37,rabezol
37,previously
37,just
37,habf
37,gynokmix
37,defecation
37,coughing
37,cabg
37,backpain
37,azmasol
37,7days
37,150mg
36,সময়ে
36,খাওয়াবেন
36,ওষধের
36,à¦ªà§à¦°à¦¤à¦¿à¦°à¦¾à¦¤à§‡
36,stomach
36,sort
36,rta
36,radiating
36,pervaginal
36,occational
36,ibs
36,hospital
36,comes
36,ankles
36,>৫
36,>ডিম
36,3mg
35,৩বার----
35,১।urine
35,হার্ট
35,সাদা
35,মানসিক
35,ফাইল
35,নরমালের
35,ডায়বেটিস
35,জরুরী
35,চেয়ে
35,কুসুম
35,এখনি
35,উপরে
35,অসুবিধা
35,à¦²à¦¾à¦—à¦²à§‡
35,wt
35,urethra
35,total
35,tamen
35,site
35,since
35,ramipro
35,pregnant
35,intercourse
35,grouping
35,fungal
35,frulac
35,fossical
35,dormicum
35,cardiology
35,br
35,afrin
35,abnormality
34,সাভাবিক
34,সর্দি
34,সপ্তাহ।
34,দেখাবেনঃx-ray
34,ডাবের
34,à¦…à¦¨à§à¦§à¦•à¦¾à¦°
34,à¦˜à¦°à§‡
34,à¦¶à§à§ÿà§‡
34,à¦¥à¦¾à¦•à¦¬à§‡à¦¨
34,watery
34,scanty
34,redness
34,rashes
34,physician
34,ostogen
34,om
34,milk
34,microral
34,glucomet
34,finger
34,episodes
34,diaryl
34,consucon
34,azin
34,50mg
34,400mg
33,হবে।
33,হবে>
33,সারা
33,শ্যাক
33,মুখ
33,মিনিট।
33,বমির
33,নিবেন-
33,চুলকানির
33,ঔষুধ
33,একদিন
33,অংশ
33,ulceration
33,ovulet
33,o
33,migraine
33,lump
33,lesions
33,hbac1
33,angitor
33,>বেশি
33,5mg
32,২১
32,হাল্কা
32,চোখ
32,গ্লুকোজ
32,এলার্জী
32,এরপরও
32,yellowish
32,when
32,toothache
32,polyuria
32,passing
32,ml
32,lft
32,intolerance
32,enlarged
32,eat
32,didn't
32,advs:
32,adv:
32,???
32,>২
31,২বার
31,যেমন
31,মত।
31,ভালো
31,ভাত
31,বড়ি
31,পায়েখানা
31,দাওয়া
31,ড্রপ
31,জিহ্বার
31,একই
31,à§§à¦ÿà¦¿
31,à¦¬à¦¨à§à¦§
31,visual
31,sleeplessness
31,single
31,orthopedic
31,cavity
31,anadol
31,>আগামী
31,>fbs
31,>ent
30,হাঁটু
30,সরকারি
30,লিখিত
30,পরিমাণে
30,নিম্ন
30,নিবেন>
30,খাবে।
30,কোমরের
30,আলগা
30,à¦•à¦°à¦²à§‡
30,à¦œà¦°
30,zymet
30,yellow
30,worm
30,while
30,v
30,scabies
30,rostril
30,ritch
30,respiration
30,plain
30,norium-5
30,irregularity
30,function
30,fatty
30,eating
30,e
30,dryness
30,defaecation
30,congestion
30,clopid
30,adovas
30,>মহিলা
30,3months
29,১০০
29,হার্টের
29,লাগিয়ে
29,ভাবে
29,বিভাগ
29,গলার
29,কানে
29,কমাবেন।
29,কমাবেন
29,কফ
29,অতিসত্ত্বর
29,à¦°à¦¾à¦¸à§à¦¤à¦¾à§ÿ-
29,urodart
29,ulcers
29,tumour
29,there
29,suppos
29,rx:
29,nidipine
29,liver
29,leukorrhoea
29,hb
29,conceive
29,an
29,abortion
29,>স্ত্রী
29,>সার্জারি
29,>সবুজ
29,>প্রয়োজনে
29,>চর্ম
29,>কচু
29,24
29,20/50
28,১+০+১
28,হলুদ
28,মাথাব্যাথা
28,মহিলা
28,বিকেল
28,বসে
28,বলবেন
28,ফোটা
28,ডঃ
28,চলাকালীন
28,à§§/à§¨
28,vergon
28,smoker
28,sever
28,revert
28,protein
28,oligomenorrhoea
28,occasionaly
28,fatigue
28,failure
28,dorsolumber
28,>কোন
28,75g
28,2-
27,৩বার
27,লাল
27,বাইরের
27,দেখাবেনঃogtt
27,দন্ত
27,এঁর
27,à¦à¦°à¦ªà¦°
27,waist
27,valva
27,taken
27,smoking
27,rest
27,palm
27,one
27,omlesan
27,neurocare
27,muscles
27,moxaclave
27,mom
27,injectable
27,hz
27,hyperuricaemia
27,hpr
27,h/
27,freequency
27,egg
27,dyspnea
27,dysentery
27,dental
27,can
27,bsmmu
27,b/m
